Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Bosnia and Herzegovina,BIH,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135059933.6,239879792.8,239693146.9,61807540.8,62894556.8,64516010.1,79654499.7,99252763.8,113598817.8,127243023.6,127414658.9,127733738.4,153872486.0,154785831.6,171729065.3,197009596.5,287342277.9,234778224.2,255791225.6,304560702.4,350413735.0,352417419.6,356010587.4,356857891.0,515050185.0,
Bosnia and Herzegovina,BIH,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.17651005107296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Bosnia and Herzegovina,BIH,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.438649011420954,2.3476651862949582,1.5923212819420514,0.5164862774451567,2.553473324012347,-0.3762615312637584,1.1436880261422422,1.866823146935028,0.8791374811539028,0.1619845725574112,0.2142180190479892,2.55867132292864,0.2172983076238354,1.4027251502069549,2.0415936862090747,0.3425771051955888,1.5249411499178382,0.2905567538565926,-0.6013146878205261,
Bosnia and Herzegovina,BIH,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430429810.22,470876249.2,359034351.110001,131803835.48,633223603.16376,-95438559.0570865,300003802.6,489531616.3,235422063.4,44316888.964768,61970997.915221,774384562.489242,69106787.5492286,476109744.215399,730581830.281557,118968457.355256,596943382.685836,132545999.829113,-299333411.322648,
Bosnia and Herzegovina,BIH,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6887985011,95.4429797287,96.5425479319,97.4553739045,97.4553010853,97.4025931115,100.4727949086,99.3726428027,97.5007954634,97.5498585552,99.0163827845,99.1687010751,96.7359343239,96.0902190392,96.2669900282,100.0,100.4922452836,100.6222713376,102.3475341548,102.2941577948,103.4242040382,111.7035902517,,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,9999.99977648258,,,,,,19999.9995529652,9999.99977648258,9999.99977648258,9999.99977648258,9999.99977648258,9999.99977648258,9999.99977648258,0.0,9999.99977648258,19999.9995529652,19999.9995529652,29999.999329447703,9999.99977648258,9999.99977648258,19999.9995529652,29999.999329447703,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122970001.220703,107839996.337891,96839996.3378906,44939998.626709,38459999.0844727,28530000.6866455,22520000.4577637,14189999.5803833,10890000.3433228,15199999.8092651,18590000.1525879,25930000.3051758,29069999.6948242,33080001.831054702,38000000.0,28590000.1525879,31379999.1607666,27010000.2288818,27780000.6866455,22649999.6185303,28299999.237060502,20200000.762939498,20090000.1525879,20840000.1525879,22180000.3051758,20469999.3133545,20520000.4577637,26459999.084472697,23360000.6103516,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879999.995231628,2599999.90463257,4320000.17166138,3990000.00953674,5730000.01907349,1279999.97138977,6039999.96185303,1879999.99523163,660000.026226044,540000.021457672,1539999.96185303,280000.001192093,300000.011920929,-3140000.10490417,-59999.9986588955,-189999.997615814,-140000.000596046,-250000.0,-239999.994635582,-129999.995231628,-219999.998807907,-209999.993443489,-90000.0035762787,50000.0007450581,50000.0007450581,159999.99642372102,,159999.99642372102,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939999.997615814,,8159999.847412109,12289999.961853,14270000.4577637,5449999.80926514,10550000.1907349,6889999.8664856,7309999.94277954,5889999.8664856,7690000.05722046,7550000.19073486,10340000.1525879,4989999.771118159,4059999.94277954,379999.995231628,159999.99642372102,1009999.99046326,119999.997317791,709999.978542328,889999.985694885,500000.0,39999.9991059303,140000.000596046,79999.9982118607,209999.993443489,119999.997317791,170000.00178813902,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Czechia (current US$)",DC.DAC.CZEL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340000.0333786,2130000.1144409203,2609999.89509583,3299999.95231628,4969999.79019165,3099999.90463257,3579999.92370605,3170000.07629395,3539999.96185303,3640000.10490417,3720000.02861023,3029999.97138977,3519999.98092651,6369999.88555908,4449999.80926514,4789999.96185303,5789999.96185303,3400000.09536743,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3950000.04768372,2490000.00953674,2130000.1144409203,2720000.02861023,7880000.11444092,430000.00715255697,1909999.9666214,2720000.02861023,1139999.98569489,720000.028610229,759999.990463257,550000.011920929,4420000.07629395,1320000.05245209,59999.9986588955,289999.99165535,400000.005960464,-980000.019073486,1840000.0333786,469999.998807907,-50000.0007450581,-59999.9986588955,29999.999329447703,-1610000.01430511,70000.0002980232,0.0,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Estonia (current US$)",DC.DAC.ESTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.001490116,90000.0035762787,150000.005960464,,,19999.9995529652,19999.9995529652,,,90000.0035762787,,,,0.0,0.0,,,0.0,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32330001.831054702,360000.01430511504,151020004.272461,64760002.1362305,216770004.272461,133490005.493164,239419998.168945,196059997.558594,154259994.506836,129259994.506836,135830001.831055,124559997.558594,164520004.272461,89290000.9155273,69290000.9155273,85870002.746582,72620002.746582,105089996.337891,278429992.675781,311700012.207031,283470001.220703,333089996.33789104,145399993.89648402,191220001.220703,172080001.831055,87349998.4741211,147699996.94824198,200820007.32421905,331029998.779297,126449996.948242,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970000.02861023,15010000.2288818,8840000.15258789,8949999.80926514,8119999.88555908,4269999.98092651,4780000.20980835,4659999.84741211,6989999.771118159,6000000.0,3900000.09536743,4360000.1335144,3549999.95231628,3730000.01907349,3259999.99046326,2309999.94277954,2160000.08583069,720000.028610229,560000.002384186,579999.983310699,460000.00834465,119999.997317791,70000.0002980232,0.0,2089999.91416931,270000.010728836,170000.00178813902,100000.001490116,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2589999.91416931,7230000.01907349,4960000.03814697,5130000.11444092,115730003.356934,19909999.8474121,2099999.90463257,2390000.10490417,2069999.9332428,3369999.88555908,3059999.94277954,2930000.0667572,5599999.90463257,6309999.94277954,4650000.09536743,3500000.0,2940000.05722046,2640000.10490417,2710000.03814697,4139999.8664856,2089999.91416931,1409999.9666214,2369999.88555908,2269999.98092651,7489999.771118159,2250000.0,2769999.98092651,3400000.09536743,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Germany (current US$)",DC.DAC.DEUL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335239990.234375,39860000.6103516,33049999.2370605,43680000.3051758,65029998.779296905,91510002.1362305,27040000.915527303,19420000.0762939,21809999.4659424,29920000.0762939,26100000.3814697,26680000.3051758,29030000.6866455,46909999.8474121,27629999.1607666,29950000.762939498,32939998.626709,42900001.5258789,35830001.8310547,26209999.084472697,23389999.3896484,41000000.0,72279998.7792969,24120000.8392334,30100000.3814697,60470001.220703095,48610000.6103516,5769999.98092651,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7219999.79019165,10390000.3433228,22170000.0762939,1980000.01907349,6300000.19073486,8819999.69482422,5730000.01907349,5309999.94277954,7170000.07629395,1269999.98092651,10760000.2288818,14390000.3433228,5920000.07629395,3359999.89509583,439999.997615814,660000.026226044,439999.997615814,150000.005960464,280000.001192093,100000.001490116,19999.9995529652,19999.9995529652,9999.99977648258,9999.99977648258,0.0,970000.028610229,9999.99977648258,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59999.9986588955,50000.0007450581,319999.99284744303,469999.998807907,469999.998807907,239999.994635582,860000.014305115,59999.9986588955,159999.99642372102,140000.000596046,439999.997615814,310000.002384186,170000.00178813902,550000.011920929,579999.983310699,970000.028610229,10750000.0,2369999.88555908,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379999.995231628,100000.001490116,430000.00715255697,209999.993443489,19999.9995529652,,59999.9986588955,50000.0007450581,219999.998807907,100000.001490116,219999.998807907,379999.995231628,180000.00715255702,469999.998807907,19999.9995529652,19999.9995529652,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5909999.84741211,2289999.96185303,180000.00715255702,239999.994635582,2180000.0667572,1539999.96185303,1549999.95231628,1049999.95231628,740000.009536743,1460000.03814697,1759999.99046326,1220000.02861023,1330000.04291534,289999.99165535,59999.9986588955,340000.00357627904,150000.005960464,29999.999329447703,,,9999.99977648258,9999.99977648258,39999.9991059303,,,,,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18879999.1607666,44220001.220703095,67400001.5258789,7769999.98092651,16659999.847412098,5949999.80926514,32970001.22070309,5010000.228881841,6440000.05722046,4909999.84741211,7730000.01907349,2670000.07629395,5280000.20980835,7400000.09536743,11210000.038147,8159999.847412109,4920000.07629395,5190000.05722046,3700000.04768372,4510000.228881841,6219999.79019165,1519999.98092651,310000.002384186,1590000.0333786,3069999.9332428,1980000.01907349,2940000.05722046,4980000.01907349,2480000.01907349,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25040000.915527303,34169998.1689453,57290000.9155273,36400001.5258789,24360000.6103516,9640000.34332275,14739999.7711182,53970001.220703095,22209999.084472697,16690000.5340576,16129999.160766602,5389999.8664856,10600000.3814697,4949999.80926514,2240000.00953674,1759999.99046326,2640000.10490417,6530000.20980835,6820000.17166138,10979999.5422363,10939999.5803833,16399999.618530298,43200000.76293951,19959999.084472697,12920000.0762939,3339999.91416931,-3089999.91416931,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039999.96185303,720000.028610229,9999.99977648258,560000.002384186,430000.00715255697,349999.99403953605,19999.9995529652,50000.0007450581,,,12909999.8474121,7760000.228881841,29999.999329447703,13949999.8092651,25129999.1607666,14220000.2670288,11840000.1525879,2250000.0,10159999.8474121,-3039999.96185303,-310000.002384186,-4110000.1335144,-4119999.88555908,-3900000.09536743,-3670000.07629395,-3369999.88555908,-3279999.97138977,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Lithuania (current US$)",DC.DAC.LTUL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.99977648258,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370000.0047683721,910000.026226044,1370000.00476837,1440000.05722046,1220000.02861023,889999.985694885,579999.983310699,340000.00357627904,649999.976158142,349999.99403953605,200000.002980232,310000.002384186,79999.9982118607,59999.9986588955,70000.0002980232,39999.9991059303,,,,379999.995231628,,39999.9991059303,50000.0007450581,70000.0002980232,219999.998807907,280000.001192093,140000.000596046,129999.995231628,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43750000.0,77669998.1689453,88349998.4741211,84129997.253418,77169998.1689453,77010002.1362305,43299999.237060495,52909999.8474121,37340000.1525879,25159999.8474121,24819999.6948242,21090000.1525879,18920000.0762939,21100000.3814697,31270000.4577637,21750000.0,14800000.1907349,10720000.2670288,7780000.20980835,6059999.94277954,5480000.01907349,3289999.96185303,2299999.95231628,2309999.94277954,560000.002384186,119999.997317791,109999.999403954,129999.995231628,129999.995231628,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, New Zealand (current US$)",DC.DAC.NZLL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59999.9986588955,29999.999329447703,29999.999329447703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57279998.779296905,32310001.373291,46770000.4577637,40840000.1525879,27889999.3896484,31569999.6948242,30780000.6866455,16870000.8392334,23829999.9237061,21620000.8392334,17010000.2288818,17690000.5340576,19010000.2288818,17379999.1607666,19010000.2288818,15850000.3814697,18229999.5422363,14869999.8855591,19340000.1525879,14310000.4196167,15800000.1907349,8119999.88555908,5289999.96185303,4409999.84741211,5329999.92370605,5869999.88555908,4659999.84741211,3990000.00953674,980000.019073486,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Poland (current US$)",DC.DAC.POLL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.99977648258,159999.99642372102,79999.9982118607,,9999.99977648258,9999.99977648258,25909999.8474121,1679999.94754791,-1240000.00953674,-1230000.01907349,-1220000.02861023,-1220000.02861023,-1240000.00953674,-1289999.96185303,-1159999.9666214,-1139999.98569489,-259999.990463257,-9999.99977648258,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129999.995231628,990000.009536743,920000.016689301,1049999.95231628,889999.985694885,2180000.0667572,1120000.00476837,7369999.88555908,9479999.54223633,5820000.17166138,12720000.2670288,21639999.3896484,5969999.79019165,3619999.88555908,140000.000596046,0.0,-469999.998807907,-39999.9991059303,-389999.98569488496,-389999.98569488496,-400000.005960464,-419999.986886978,-400000.005960464,-400000.005960464,-6239999.771118159,-370000.0047683721,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",DC.DAC.SVKL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389999.98569489,129999.995231628,9999.99977648258,560000.002384186,379999.995231628,600000.023841858,1210000.03814697,330000.013113022,200000.002980232,560000.002384186,159999.99642372102,189999.997615814,140000.000596046,379999.995231628,519999.980926514,409999.99642372096,349999.99403953605,340000.00357627904,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000.02384186,1690000.05722046,1509999.99046326,1490000.00953674,829999.983310699,1070000.05245209,3210000.03814697,3660000.08583069,3470000.02861023,4809999.94277954,4579999.92370605,5650000.09536743,6230000.01907349,7440000.05722046,5789999.96185303,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59999.9986588955,10229999.5422363,12210000.038147,6099999.90463257,22950000.762939498,30270000.4577637,34779998.779296905,25159999.8474121,27799999.237060502,30670000.0762939,24729999.5422363,6110000.1335144,39909999.8474121,30219999.3133545,42400001.5258789,36869998.9318848,20209999.084472697,36400001.5258789,-3910000.08583069,-4650000.09536743,-7989999.771118159,-11890000.3433228,-11289999.961853,-14720000.2670288,-17760000.2288818,-13130000.1144409,-11760000.2288818,-12609999.6566772,-9970000.26702881,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC.DAC.SWEL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49540000.9155273,38330001.8310547,30100000.3814697,31190000.5340576,24590000.1525879,30350000.3814697,23889999.3896484,29020000.4577637,26979999.5422363,35400001.5258789,34080001.8310547,46880001.0681152,40200000.76293951,37029998.779296905,28670000.0762939,32430000.305175804,28020000.4577637,30000000.0,29489999.7711182,30069999.6948242,26979999.5422363,17709999.084472697,16620000.839233398,19010000.2288818,18559999.4659424,21110000.6103516,23049999.237060502,28600000.3814697,20639999.3896484,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15369999.8855591,19920000.0762939,7099999.90463257,12939999.5803833,17979999.5422363,11220000.2670288,12489999.7711182,15770000.4577637,14039999.961853,12689999.5803833,16629999.160766602,18569999.6948242,17700000.762939498,16290000.9155273,19530000.6866455,19290000.915527303,27430000.3051758,18739999.7711182,22879999.1607666,28440000.5340576,24709999.084472697,24280000.6866455,22569999.6948242,21989999.7711182,22459999.084472697,21690000.5340576,30040000.915527303,20360000.6103516,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32330001.831054702,292900000.08791673,885009992.8062413,666760000.7336586,738329998.612404,732680000.5901603,939629997.894168,648910000.1007321,531339994.01144725,421599992.9197133,467150001.6897919,423439995.2478708,433190005.2707643,425030002.4710594,368870003.40037054,413760006.0235708,356740000.8141994,350239996.3997309,561189992.1130387,525040015.2150541,472620004.2366981,544029996.4323643,292169992.5232675,355840001.79357815,382759998.8896402,270200000.1668931,326529995.7226962,397040009.0608748,550909999.3593993,250579996.0400908,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560000.002384186,1759999.99046326,3369999.88555908,6860000.1335144,7079999.92370605,6130000.11444092,7280000.20980835,12619999.8855591,10979999.5422363,6559999.94277954,5869999.88555908,9510000.22888184,9340000.15258789,9609999.65667725,9680000.30517578,4789999.96185303,3579999.92370605,2880000.1144409203,5769999.98092651,6769999.98092651,4889999.8664856,4610000.1335144,3369999.88555908,8470000.26702881,5409999.84741211,6590000.15258789,4630000.11444092,,
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66000000.0,135000000.0,185000000.0,216449996.948242,218929992.67578095,85750000.0,135059997.55859402,75779998.7792969,68739997.8637695,61919998.1689453,49459999.0844727,66040000.9155273,31610000.6103516,26440000.5340576,31069999.6948242,23860000.6103516,38009998.3215332,38360000.6103516,38830001.8310547,47400001.5258789,33470001.22070309,42729999.5422363,56049999.237060495,49630001.0681152,45700000.76293951,47450000.76293951,61029998.779296905,46599998.4741211,,
Bosnia and Herzegovina,BIH,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431475876.41056,594669812.683707,520065386.735624,374770421.837991,382327114.858354,454712919.381742,281957451.738421,276437308.70216,286203981.834892,291874923.686574,288805668.25646204,249243134.887871,263663331.82640895,253724666.498844,219017226.51844695,228906921.913906,298358671.337063,206650046.501059,169883852.076232,197352103.12696695,183979992.609799,219742847.51018003,211744238.317062,211474015.739038,173896627.16025,178472584.932787,
Bosnia and Herzegovina,BIH,Net domestic credit (current LCU),FM.AST.DOMS.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3968981439.0,4297422159.0,4147761793.0,4373173272.0,2939201098.0,3804008380.0,4555017210.0,5357495650.0,6872748930.0,7964959133.03,9257885927.21,12474112836.41,12365819877.19,13095250250.49,14274045730.26,15015783126.89,15612496308.91,16039367992.18,16499780397.6,16962031581.79,17909371448.559998,18556944944.87,19584690713.55,19553621036.56,19774115529.11,21141137775.44,23322760650.31,26070499413.140003
Bosnia and Herzegovina,BIH,"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212346328.43674895,274506109.513584,-129630145.227606,134038724.400654,147220495.710599,316465700.78198,397850413.210862,192112128.918336,129033700.502818,-88970560.64741701,-120208365.15788,94237914.7499367,116462800.886889,65211054.038674206,78706956.37300931,122803031.94464,95327211.64449573,116429665.067773,175191888.74108702,167363514.75084,-15617537.7771144,-29699779.6197807,-138562900.63014898,32198768.8504726,50313173.8329818,232649183.177966,
Bosnia and Herzegovina,BIH,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298711407.522801,367848733.9284,-5254866.08148248,-234025990.353733,-661108725.5200061,-859867849.643968,-959519487.269931,-1375848748.2809,-582866389.6170139,-1247228784.35181,-2475237598.10213,-791774435.29241,-650532512.591957,-1448388360.92453,-1188245485.6497,-616483607.280069,-970540344.279611,-502945724.967569,-459192303.45973,-511061833.120379,-493401653.432049,-341873653.926884,-501140736.045041,-105567626.40506,-853442235.850831,-227647042.602468,
Bosnia and Herzegovina,BIH,"Net financial flows, bilateral (NFL, current US$)",DT.NFL.BLAT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8916758.9,4015561.7,9260192.3,-480864.2,10118773.7,-3470359.7,13892440.0,26739565.1,10930920.2,14798172.6,21805257.2,41174728.3,66485699.9,8551600.8,38205093.5,36916471.2,-33319211.4,5853479.8,32518182.7,-2568843.4,-8259197.4,-4836461.0,-50306685.6,-58089520.2,69076770.7,
Bosnia and Herzegovina,BIH,"Net financial flows, IBRD (NFL, current US$)",DT.NFL.MIBR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25053000.0,,,0.0,0.0,-5327000.0,-23107000.0,-24097000.0,-24381000.0,-23603000.0,-23618000.0,-23801000.0,-24630000.0,-24695000.0,25747000.0,15612000.0,1111000.0,-13603000.0,34668000.0,57662000.0,-12794000.0,-24307000.0,111621000.0,23355000.0,53205000.0,65760000.0,11116000.0,-10451000.0,
Bosnia and Herzegovina,BIH,"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109559000.0,65203000.0,134857000.0,67956000.0,44108000.0,61736000.0,96844000.0,48193000.0,208546000.0,55591000.0,22866000.0,47963000.0,16534000.0,18022000.0,97193000.0,16212000.0,-1454000.0,-2318000.0,-8087000.0,-680000.0,13126000.0,-11352000.0,-30948000.0,-35668000.0,-52551000.0,-75478000.0,-97629000.0,-120425000.0,
Bosnia and Herzegovina,BIH,"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Net financial flows, IMF nonconcessional (NFL, current US$)",DT.NFL.IMFN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18979408.1,15841250.0,10095623.5,18178644.8,-17174466.4,-29786969.2,-39405089.8,-43921513.9,-18370713.4,-2371133.3,281703576.2,237389322.9,0.0,120440011.4,-41117211.8,98934109.8,-53824324.5,-5875777.3,-218375252.1,-113739786.7,-65711475.4,369441410.3,-15056235.6,-21215325.8,-116646582.2,
Bosnia and Herzegovina,BIH,"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114061000.0,-75886000.0,-110761000.0,95270000.0,75146000.0,253255000.0,95742000.0,37831000.0,53035000.0,55263000.0,184798000.0,275853000.0,172164000.0,298678000.0,463464000.0,412009000.0,84362000.0,169195000.0,22746000.0,93856000.0,59330000.0,26748000.0,203564000.0,-53315000.0,-18950000.0,
Bosnia and Herzegovina,BIH,"Net financial flows, others (NFL, current US$)",DT.NFL.MOTH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18651529.1,-150566171.3,-172990346.4,25837677.6,54659761.3,53368018.2,69505985.0,40358343.5,8467929.8,6442966.0,69046487.5,99160406.1,92666790.0,164461739.3,287964010.7,293072287.2,-60258877.2,160297218.9,104213771.8,12265102.3,131068238.2,24965410.6,75761135.0,18575157.2,15224458.6,
Bosnia and Herzegovina,BIH,"Net financial flows, RDB concessional (NFL, current US$)",DT.NFL.RDBC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Net financial flows, RDB nonconcessional (NFL, current US$)",DT.NFL.RDBN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10408631.6,15276527.4,7985902.4,-1953589.5,-1770447.8,17716826.8,-3795092.1,2454937.6,20442659.8,56915945.9,129470011.0,58559421.3,53445790.1,134559468.1,191421269.7,92356051.1,87639354.9,8565870.0,-45808301.9,917834.9,-59425483.3,1128914.8,-10386142.0,14622995.6,96701258.7,
